,tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres
61201,tt1950235,movie,Let It Snow,2019,92,"Comedy,Romance"
61202,tt3564434,movie,Overnight,\N,\N,Comedy
61203,tt5711098,movie,"Boy, Girl, Boy, Girl",\N,\N,Comedy
61204,tt6824698,movie,Silver Wings,\N,\N,Drama
61205,tt9130514,movie,Us vs. Them,\N,\N,Drama
61206,tt0040106,movie,Appointment with Murder,1948,67,Mystery
61297,tt0997232,movie,Two Knives,2011,107,Action
61299,tt6870548,movie,King Without a Crown,\N,\N,"Comedy,Drama,Music"
61304,tt0080750,movie,Foolin' Around,1980,111,"Comedy,Romance,Sport"
61308,tt0411854,movie,Seker gibi kizlar,1965,86,Comedy
61474,tt0064415,movie,Hell's Angels '69,1969,97,"Action,Drama"
61475,tt0066915,movie,Chrome and Hot Leather,1971,91,"Action,Drama"
61521,tt0061069,movie,Taro the Dragon Boy,1979,75,"Adventure,Animation,Family"
61522,tt0118570,movie,Air Bud,1997,98,"Comedy,Drama,Family"
61523,tt0140796,movie,Air Bud: Golden Receiver,1998,90,"Comedy,Family,Sport"
61525,tt0175317,movie,Walking Across Egypt,1999,100,"Comedy,Crime,Drama"
61527,tt14119434,movie,Spearhead,\N,\N,War
61528,tt14323180,movie,Yahoo Boys,\N,\N,"Drama,Thriller"
61529,tt1545740,movie,Toad Trip,\N,\N,Family
61530,tt1657515,movie,The Black Pearl,\N,\N,"Action,Thriller"
61531,tt16988036,movie,Untitled Kickboxing True Story,\N,\N,Drama
61532,tt1852816,movie,Joe,\N,\N,Drama
61533,tt3263906,movie,Kelly,\N,\N,"Biography,Drama"
61534,tt3833480,movie,The Outpost,2019,123,"Action,Drama,History"
61535,tt4572514,movie,Patriots Day,2016,133,"Action,Crime,Drama"
61536,tt4718808,movie,The Painter,\N,\N,Thriller
61537,tt5921446,movie,Fearless,\N,\N,"Drama,Sport"
61538,tt7616548,movie,12,\N,\N,"Drama,Sport"
61539,tt0095234,movie,Going to the Chapel,1988,96,Comedy
61540,tt0109376,movie,"Car 54, Where Are You?",1994,89,Comedy
61562,tt0091949,movie,Short Circuit,1986,98,"Comedy,Family,Sci-Fi"
61640,tt0037636,movie,Delightfully Dangerous,1945,92,"Comedy,Musical,Romance"
61641,tt0038747,movie,Monsieur Beaucaire,1946,93,"Adventure,Comedy,History"
61642,tt0038777,movie,A Night in Casablanca,1946,85,"Comedy,Family"
61643,tt0040379,movie,The Fuller Brush Man,1948,93,"Action,Adventure,Comedy"
61644,tt0040669,movie,One Touch of Venus,1948,82,"Comedy,Fantasy,Musical"
61645,tt0040825,movie,A Southern Yankee,1948,90,"Comedy,History,War"
61646,tt0041604,movie,Love Happy,1949,85,"Comedy,Crime,Music"
61647,tt0041652,movie,Miss Grant Takes Richmond,1949,87,Comedy
61648,tt0041795,movie,"Red, Hot and Blue",1949,84,"Comedy,Crime,Musical"
61649,tt0042488,movie,The Fuller Brush Girl,1950,85,"Action,Adventure,Comedy"
61650,tt0042514,movie,The Good Humor Man,1950,80,"Action,Adventure,Comedy"
61651,tt0042641,movie,Kill the Umpire,1950,78,"Comedy,Sport"
61652,tt0043141,movie,A Woman of Distinction,1950,85,Comedy
61653,tt0047400,movie,Red Garters,1954,91,"Action,Music,Romance"
61654,tt0048077,movie,5 Against the House,1955,84,"Crime,Drama,Film-Noir"
61655,tt0049002,movie,The Best Things in Life Are Free,1956,104,"Biography,Musical"
61656,tt0056017,movie,Gigot,1962,104,Comedy
61658,tt0063591,movie,The Shakiest Gun in the West,1968,101,"Comedy,Western"
61666,tt0050973,movie,The Silken Affair,1956,96,"Comedy,Crime,Romance"
61667,tt0058167,movie,Guns of Diablo,1964,91,"Romance,Western"
61689,tt0035026,movie,The Man Who Returned to Life,1942,61,"Action,Crime,Drama"
61690,tt0046743,movie,Bait,1954,79,"Crime,Drama,Film-Noir"
61691,tt0121515,movie,The Man with My Face,1951,79,"Crime,Film-Noir,Thriller"
61694,tt0088000,movie,Revenge of the Nerds,1984,90,Comedy
61695,tt0093857,movie,Revenge of the Nerds II: Nerds in Paradise,1987,88,Comedy
61696,tt0094140,movie,Three for the Road,1987,88,"Comedy,Drama"
61697,tt0097390,movie,Fright Night Part 2,1988,104,"Comedy,Horror,Thriller"
61698,tt0100430,movie,The Psychic,1991,92,"Horror,Thriller"
61702,tt0107147,movie,A House in the Hills,1993,95,"Romance,Thriller"
61703,tt0109086,movie,Almost Dead,1994,92,"Horror,Mystery,Thriller"
61706,tt0112838,movie,Deceptions II: Edge of Deception,1994,100,"Drama,Thriller"
61707,tt0114367,movie,Screamers,1995,108,"Horror,Sci-Fi,Thriller"
61710,tt0222812,movie,Beyond Re-Animator,2003,96,"Comedy,Horror,Sci-Fi"
61711,tt0223268,movie,Faust,2000,98,"Drama,Fantasy,Horror"
61712,tt0258967,movie,The Unsaid,2001,111,"Crime,Drama,Mystery"
61713,tt0273517,movie,Darkness,2002,88,Horror
61715,tt0371920,movie,Rottweiler,2004,95,"Action,Horror,Sci-Fi"
61733,tt1925435,movie,Frankenstein's Army,2013,84,"Horror,Sci-Fi"
61734,tt2381213,movie,Sundown,2016,103,"Action,Adventure,Comedy"
61763,tt0006491,movie,Casey at the Bat,1916,\N,"Drama,Sport"
61768,tt0084876,movie,Voyager from the Unknown,1982,91,"Family,Fantasy,Sci-Fi"
61769,tt0097314,movie,The Experts,1989,94,Comedy
61770,tt0099575,movie,Fire Birds,1990,85,"Action,Adventure"
61771,tt0103184,movie,V.I. Warshawski,1991,89,"Action,Comedy,Crime"
61835,tt1569930,movie,Cancun,\N,\N,Action
61837,tt3344850,movie,Spitfire,\N,\N,Drama
61838,tt4194120,movie,The Game of Life,\N,\N,Drama
61839,tt0093567,movie,Morgan Stewart's Coming Home,1987,96,Comedy
61849,tt16402984,movie,Skunkworks,\N,\N,Comedy
61853,tt0031562,movie,Legion of Lost Flyers,1939,63,Drama
61854,tt0032057,movie,Tropic Fury,1939,62,Drama
61855,tt0032380,movie,Danger on Wheels,1940,61,"Sport,Thriller"
61856,tt0032608,movie,Hot Steel,1940,64,"Drama,Mystery"
61857,tt0033728,movie,Horror Island,1941,60,"Comedy,Mystery,Thriller"
61858,tt0033903,movie,Men of the Timberland,1941,61,"Action,Adventure,Crime"
61859,tt0033930,movie,Mutiny in the Arctic,1941,64,Drama
61860,tt0034081,movie,Raiders of the Desert,1941,60,"Action,Adventure,Comedy"
61861,tt0034114,movie,Road Agent,1941,60,Western
61862,tt0034633,movie,Danger in the Pacific,1942,60,"Action,Adventure,Romance"
61863,tt0035378,movie,Stand by All Networks,1942,65,"Drama,Mystery,Romance"
61864,tt0036466,movie,Two Señoritas from Chicago,1943,68,Musical
61865,tt0036878,movie,The Great Alaskan Mystery,1944,223,"Action,Adventure,Drama"
61866,tt0037105,movie,Music in Manhattan,1944,81,"Musical,Romance"
61867,tt0037114,movie,Mystery of the River Boat,1944,218,"Action,Adventure,Crime"
61868,tt0039580,movie,The Lone Wolf in Mexico,1947,69,"Action,Adventure,Comedy"
61869,tt0040254,movie,The Creeper,1948,64,"Adventure,Horror"
61870,tt0040437,movie,Highway 13,1948,58,Drama
61871,tt0040710,movie,The Prince of Thieves,1948,72,"Action,Adventure,Drama"
61872,tt0040733,movie,The Return of the Whistler,1948,60,"Film-Noir,Mystery"
61873,tt0040879,movie,Thunder in the Pines,1948,61,Western
61874,tt0040896,movie,Trapped by Boston Blackie,1948,67,Mystery
61875,tt0041133,movie,"Arson, Inc.",1949,63,"Action,Crime,Drama"
61876,tt0041199,movie,Boston Blackie's Chinese Venture,1949,59,"Crime,Drama,Mystery"
61877,tt0042337,movie,Colorado Ranger,1950,59,Western
61878,tt0042356,movie,Crooked River,1950,56,Western
61879,tt0042374,movie,The Daltons' Women,1950,70,Western
61880,tt0042448,movie,Fast on the Draw,1950,55,Western
61881,tt0042576,movie,Hostile Country,1950,59,Western
61882,tt0042714,movie,Marshal of Heldorado,1950,63,Western
61883,tt0042751,movie,Motor Patrol,1950,67,"Comedy,Crime,Drama"
61884,tt0043125,movie,West of the Brazos,1950,58,Western
61885,tt0043705,movie,Kentucky Jubilee,1951,72,"Comedy,Music"
61886,tt0043729,movie,Lawless Cowboys,1951,58,Western
61887,tt0043779,movie,Man from Sonora,1951,54,Western
61888,tt0044405,movie,Behind Southern Lines,1952,51,"Action,Adventure,War"
61889,tt0044639,movie,The Frontier Phantom,1952,55,Western
61890,tt0044657,movie,The Ghost of Crossbone Canyon,1952,56,Western
61891,tt0044965,movie,Night Raiders,1952,52,Western
61892,tt0045344,movie,The Yellow Haired Kid,1952,52,Western
61893,tt0046474,movie,Two Gun Marshal,1953,54,"Action,Adventure,Mystery"
61894,tt0047218,movie,Marshals in Disguise,1954,54,"Action,Comedy,Western"
61895,tt0048360,movie,The Matchmaking Marshal,1955,54,Western
61896,tt0048486,movie,Phantom Trails,1955,55,Western
61897,tt0048727,movie,The Titled Tenderfoot,1955,55,Western
61898,tt0050285,movie,The Dalton Girls,1957,71,Western
61899,tt0051627,movie,Fort Bowie,1958,80,Western
61900,tt0052868,movie,Gundown at Sandoval,1961,72,Western
61901,tt0055951,movie,Elfego Baca: Six Gun Law,1963,\N,Western
61902,tt0070616,movie,Running Wild,1973,103,Western
61903,tt0129427,movie,Timber Country Trouble,1955,55,Western
61904,tt0129437,movie,Trail of the Arrow,1952,54,Western
61905,tt0129465,movie,Trouble on the Trail,1954,54,Western
61906,tt0129474,movie,The Two Gun Teacher,1954,54,Western
61907,tt0152608,movie,Street of Darkness,1958,60,"Crime,Drama"
61908,tt0178896,movie,Sky Liner,1949,61,"Action,Crime,Drama"
62040,tt0037361,movie,That's My Baby!,1944,68,"Comedy,Drama,Music"
62041,tt0046533,movie,War Paint,1953,89,"Adventure,War,Western"
62042,tt0047013,movie,Garden of Evil,1954,100,"Action,Adventure,Drama"
62043,tt0049485,movie,Massacre,1956,76,Western
62061,tt0005928,movie,The Prince and the Pauper,1915,50,Adventure
62062,tt0006623,movie,Az egymillió fontos bankó,1917,\N,Comedy
62063,tt0007227,movie,Pudd'nhead Wilson,1916,50,"Comedy,Drama"
62064,tt0008687,movie,Tom Sawyer,1917,59,"Adventure,Comedy,Drama"
62065,tt0009209,movie,Huck and Tom,1918,50,"Comedy,Drama"
62066,tt0011313,movie,Huckleberry Finn,1920,70,"Comedy,Drama"
62067,tt0011604,movie,The Prince and the Pauper,1920,75,Drama
62068,tt0012067,movie,A Connecticut Yankee in King Arthur's Court,1921,80,"Adventure,Comedy,Fantasy"
62069,tt0021483,movie,Tom Sawyer,1930,86,"Adventure,Comedy,Drama"
62070,tt0021981,movie,Huckleberry Finn,1931,80,"Comedy,Family"
62071,tt0029440,movie,The Prince and the Pauper,1937,118,"Adventure,Drama,Family"
62072,tt0029844,movie,The Adventures of Tom Sawyer,1938,91,"Adventure,Drama,Family"
62073,tt0031020,movie,The Adventures of Huckleberry Finn,1939,91,"Adventure,Drama,Family"
62074,tt0040157,movie,Best Man Wins,1948,78,Drama
62075,tt0041259,movie,A Connecticut Yankee in King Arthur's Court,1949,106,"Comedy,Family,Fantasy"
62076,tt0046072,movie,Man with a Million,1954,90,"Comedy,Romance"
62078,tt0053571,movie,The Adventures of Huckleberry Finn,1960,107,"Adventure,Comedy,Drama"
62080,tt0070814,movie,Tom Sawyer,1973,103,"Adventure,Family,Musical"
62081,tt0071634,movie,Huckleberry Finn,1974,118,"Adventure,Family,Musical"
62093,tt0088678,movie,The Adventures of Mark Twain,1985,86,"Adventure,Animation,Family"
62096,tt0101328,movie,An American Summer,1990,100,"Comedy,Drama"
62097,tt0107164,movie,Huck and the King of Hearts,1994,98,Adventure
62098,tt0109179,movie,Ava's Magical Adventure,1994,100,"Comedy,Drama,Family"
62099,tt0109400,movie,Charlie's Ghost Story,1995,88,"Adventure,Comedy,Fantasy"
62100,tt0110518,movie,A Million to Juan,1994,97,Comedy
62101,tt0115030,movie,A Young Connecticut Yankee in King Arthur's Court,1995,95,"Adventure,Fantasy"
62103,tt0123277,movie,The Adventures of Huckleberry Finn,1973,98,Adventure
62104,tt0123798,movie,"They Are Not Oranges, They Are Horses",1967,95,"Comedy,Family"
62105,tt0126450,movie,Moartea lui Joe Indianul,1968,80,"Action,Adventure,Family"
62106,tt0134905,movie,The Adventures of the Prince and the Pauper,1969,68,"Family,Fantasy"
62107,tt0137502,movie,Un español en la corte del rey Arturo,1964,48,"History,Musical"
62108,tt0138690,movie,"Gentlemen, Boys",1976,90,"Adventure,Comedy,Family"
62109,tt0149750,movie,Aysecik the Poor Princess,1963,\N,Family
62112,tt0159037,movie,The Modern Adventures of Tom Sawyer,1998,92,"Adventure,Comedy,Family"
62113,tt0172464,movie,The Million Dollar Kid,2000,91,"Action,Adventure,Comedy"
62114,tt0173052,movie,The Prince and the Surfer,1999,98,"Comedy,Family,Fantasy"
62117,tt0189485,movie,The Double-Barrelled Detective Story,1965,90,"Comedy,Western"
62120,tt0242018,movie,Tamás úrfi kalandjai,1920,\N,\N
62122,tt0273447,movie,Las aventuras de Juliancito,1969,95,"Adventure,Drama,Family"
62125,tt0307245,movie,Novye priklyucheniya yanki pri dvore korolya Artura,1989,164,"Adventure,Fantasy"
62128,tt0318447,movie,A Million Pounds,1953,\N,"Comedy,Drama,Musical"
62133,tt0349998,movie,The Prince and the Pauper,1943,81,"Adventure,Drama"
62134,tt0396901,movie,Tom Sawyer,1936,76,Adventure
62169,tt0782679,movie,The Adventures of Tom Sawyer,1986,51,"Adventure,Animation,Drama"
62172,tt0829209,movie,Jump,2005,68,Documentary
62174,tt10147302,movie,The Adventures of Huckleberry Finn,\N,\N,\N
62241,tt13912396,movie,Tom Sawyer,\N,\N,"Adventure,Comedy,Drama"
62261,tt1773716,movie,The Autobiography of Mark Twain,2010,75,Biography
62266,tt1977087,movie,Tom Sawyer & Huckleberry Finn,2014,90,"Action,Adventure,Drama"
62267,tt1997552,movie,The Adventures of Huckleberry Finn,1997,72,"Adventure,Animation"
62272,tt2200376,movie,Tom und Hacke,2012,90,"Adventure,Crime,Family"
62274,tt2321347,movie,Huck,\N,\N,Family
62284,tt3712514,movie,88 Days in the Mother Lode: Mark Twain Finds His Voice,2015,70,"Adventure,Biography,Documentary"
62285,tt4029234,movie,Day of the Stranger,2019,77,"Drama,Fantasy,Western"
62286,tt4048668,movie,Band of Robbers,2015,95,"Adventure,Comedy,Crime"
62302,tt5666046,movie,Super Science Showcase,2019,68,Family
62309,tt6420504,movie,Lionizing Murderers,\N,\N,Western
62360,tt6878328,movie,Huckleberry no Bouken,1984,\N,"Adventure,Animation"
62362,tt6977212,movie,Huckleberry Finn,\N,\N,Adventure
62377,tt9071636,movie,The Purloining of Prince Oleomargarine,\N,\N,Family
62379,tt9249092,movie,Die Tagebücher von Adam und Eva,\N,\N,"Comedy,Fantasy"
62385,tt6346162,movie,Disney's Newsies: The Broadway Musical!,2017,149,Musical
62386,tt0039462,movie,High Conquest,1947,79,"Drama,Romance"
62387,tt0043134,movie,The White Tower,1950,98,Adventure
62388,tt0052398,movie,Windom's Way,1957,108,"Adventure,Drama,War"
62392,tt0085933,movie,Merry Christmas Mr. Lawrence,1983,123,"Drama,War"
62417,tt0003587,movie,'Round the World in 80 Days,1914,\N,Adventure
62418,tt0004328,movie,Michael Strogoff,1914,\N,Drama
62419,tt0006333,movie,"20,000 Leagues Under the Sea",1916,105,"Action,Adventure,Sci-Fi"
62420,tt0010622,movie,Around the World in 80 Days,1919,121,"Adventure,Drama,Romance"
62421,tt0016101,movie,Der Meister der Welt,1927,\N,"Action,Adventure,Sci-Fi"
62422,tt0017137,movie,Michel Strogoff,1926,168,Adventure
62423,tt0020198,movie,The Mysterious Island,1929,95,"Adventure,Romance,Sci-Fi"
62424,tt0022121,movie,"Der Mann, der seinen Mörder sucht",1931,97,"Comedy,Film-Noir"
62425,tt0027516,movie,Capt. Grant's Family,1936,83,"Adventure,Family"
62426,tt0027856,movie,The Czar's Courier,1936,\N,Drama
62427,tt0029584,movie,The Soldier and the Lady,1937,85,"Adventure,History,Romance"
62428,tt0032403,movie,Donauschiffer,1940,90,"Adventure,Romance"
62429,tt0034260,movie,Tainstvennyy ostrov,1941,75,"Adventure,Family,Sci-Fi"
62430,tt0038841,movie,Pyatnadtsatiletniy kapitan,1946,83,"Adventure,Family"
62431,tt0043831,movie,Mysterious Island,1951,252,"Action,Family,Sci-Fi"
62432,tt0048960,movie,Around the World in 80 Days,1956,167,"Adventure,Comedy,Family"
62433,tt0049501,movie,Michael Strogoff,1956,111,"Adventure,Drama,History"
62434,tt0052374,movie,Invention for Destruction,1958,84,"Adventure,Animation,Fantasy"
62435,tt0052948,movie,Journey to the Center of the Earth,1959,129,"Adventure,Family,Fantasy"
62436,tt0055152,movie,Master of the World,1961,102,"Adventure,Sci-Fi"
62437,tt0055207,movie,Mysterious Island,1961,101,"Adventure,Family,Fantasy"
62438,tt0055547,movie,Le triomphe de Michel Strogoff,1961,118,Adventure
62439,tt0055583,movie,Valley of the Dragons,1961,82,"Adventure,Fantasy,Sci-Fi"
62440,tt0055924,movie,Dos años de vacaciones,1962,92,"Adventure,Drama,Family"
62441,tt0055988,movie,Five Weeks in a Balloon,1962,101,"Adventure,Comedy,Drama"
62442,tt0056947,movie,Mathias Sandorf,1963,105,"Adventure,Drama,Romance"
62443,tt0057580,movie,The Three Stooges Go Around the World in a Daze,1963,94,"Comedy,Family"
62444,tt0059831,movie,Up to His Ears,1965,104,"Adventure,Comedy"
62445,tt0062363,movie,Those Fantastic Flying Fools,1967,119,"Adventure,Comedy,Fantasy"
62446,tt0062412,movie,Ukradená vzducholod,1967,90,"Adventure,Family,Fantasy"
62447,tt0065025,movie,The Southern Star,1969,104,"Adventure,Comedy,Crime"
62448,tt0065040,movie,Strange Holiday,1970,75,"Adventure,Family"
62449,tt0065522,movie,Captain Nemo and the Underwater City,1969,105,"Adventure,Family,Fantasy"
62450,tt0066121,movie,On the Comet,1970,74,"Adventure,Comedy,Sci-Fi"
62451,tt0067345,movie,The Light at the Edge of the World,1971,128,"Adventure,Drama,Fantasy"
62452,tt0068748,movie,The Mysterious Island,1973,96,"Adventure,Sci-Fi"
62453,tt0069437,movie,Fifteen Year Old Captain,1973,88,"Action,Adventure"
62454,tt0071447,movie,A dunai hajós,1974,97,Adventure
62455,tt0075389,movie,Where Time Began,1977,90,"Adventure,Family,Sci-Fi"
62456,tt0076922,movie,Around the World with Bolek and Lolek,1977,101,Animation
62457,tt0078357,movie,The Secret of Steel City,1979,85,"Adventure,Sci-Fi"
62458,tt0082264,movie,Los diablos del mar,1982,85,Adventure
62459,tt0082769,movie,Mystery on Monster Island,1981,100,"Adventure,Comedy,Horror"
62460,tt0083162,movie,The Mysterious Castle in the Carpathians,1981,97,"Adventure,Comedy,Fantasy"
62463,tt0106796,movie,Eight Hundred Leagues Down the Amazon,1993,85,"Action,Adventure"
62465,tt0155589,movie,The Carpathian Castle,1981,88,"Adventure,Fantasy,Mystery"
62466,tt0166225,movie,Piratii din Pacific,1975,80,Adventure
62470,tt0194139,movie,Mathias Sandorf,1921,\N,Adventure
62471,tt0212056,movie,The Children of Captain Grant,1996,115,"Adventure,Drama,Family"
62473,tt0235588,movie,Miguel Strogoff,1944,92,"Adventure,Drama,History"
62474,tt0236942,movie,800 Leagues Over the Amazon,1959,104,"Action,Adventure,Drama"
62475,tt0238650,movie,Tajomstvo alchymistu Storitza,1991,84,"Adventure,Family,Fantasy"
62478,tt0266686,movie,Pilgrim's Captain,1987,119,Adventure
62480,tt0272202,movie,Mysterious Planet,1982,71,"Adventure,Sci-Fi"
62482,tt0298554,movie,Slomannaya podkova,1973,78,"Action,Adventure,Crime"
62484,tt0304894,movie,Viaje fantástico en globo,1975,109,"Adventure,Family"
62495,tt0373051,movie,Journey to the Center of the Earth,2008,93,"Action,Adventure,Family"
62497,tt0397230,movie,"20,000 Leagues Under the Sea",1973,60,"Animation,Family"
62498,tt0406546,movie,Les aventures extraordinaires de Michel Strogoff,2004,87,Animation
62503,tt0449233,movie,In Search of the Castaways,1914,55,"Adventure,Drama"
62505,tt0453375,movie,Captain Nemo,1975,203,"Action,Adventure,Fantasy"
62507,tt0498755,movie,"20,000 Leagues Under the Sea",1985,50,"Action,Adventure,Animation"
62548,tt10341040,movie,Around the World in 80 Days,2021,82,"Adventure,Animation,Comedy"
62550,tt10915850,movie,"20,000 Leagues Under the Sea",\N,\N,Adventure
62551,tt10947970,movie,La Destinée de Jean Morénas,1916,73,Drama
62623,tt13267982,movie,The Boy Captain,\N,\N,Animation
62626,tt1351678,movie,"20, 000 Leagues Under the Sea: Captain Nemo",\N,\N,"Action,Adventure,Drama"
62639,tt1397514,movie,Journey 2: The Mysterious Island,2012,94,"Action,Adventure,Comedy"
62644,tt14583074,movie,Insula comorilor,1975,75,Adventure
62646,tt1462032,movie,Killing Clovis Dardentor,\N,\N,"Adventure,Comedy"
62664,tt1705125,movie,Mysterious Island,2010,91,"Adventure,Fantasy,Horror"
62678,tt1866975,movie,In Search of the Castaways,\N,\N,"Adventure,Family"
62687,tt2566204,movie,"20, 000 Leagues Under the Sea",\N,\N,"Action,Adventure,Sci-Fi"
62694,tt3265080,movie,From the Earth to the Moon,2013,87,"Animation,Comedy,Sci-Fi"
62695,tt3293426,movie,Fifteen Boys Adrift,1982,85,"Adventure,Animation,Family"
62697,tt3688056,movie,The Lost 15 Boys: The Big Adventure on Pirates' Island,2013,82,"Adventure,Animation,Family"
62699,tt3751258,movie,Les Naufragés du Fol Espoir,2014,180,\N
62745,tt5377202,movie,The Story of Fifteen Boys,1987,85,"Adventure,Animation,Drama"
62765,tt0377119,movie,Jester Till,2003,85,"Adventure,Animation,Family"
62766,tt5805768,movie,Abe,2019,85,"Comedy,Drama"
62771,tt0131704,movie,The Adventures of Rocky & Bullwinkle,2000,92,"Adventure,Animation,Comedy"
62772,tt0160236,movie,Dudley Do-Right,1999,77,"Comedy,Family,Romance"
62798,tt0027456,movie,College Holiday,1936,86,"Comedy,Musical,Romance"
62799,tt0028136,movie,The Preview Murder Mystery,1936,60,"Action,Mystery"
